2023	非诚勿扰3	12	1.02
2023	中国乒乓之绝地反击	2	1
2023	我本是高山	11	1
2023	爆裂点	12	1
2024	热辣滚烫	2	34.17
2024	飞驰人生2	2	33.61
2024	抓娃娃	7	33.27
2024	第二十条	2	24.29
2024	熊出没逆转时空	2	19.84
2024	默杀	7	13.51
2024	志愿军存亡之战	9	12.06
2024	误杀3	12	9.33
2024	末路狂花钱	5	7.81
2024	小小的我	12	7.65
2024	好东西	11	7.21
2024	九龙城寨之围城	5	6.86
2024	维和防暴队	5	5.11
2024	云边有个小卖部	6	4.98
2024	重生	8	4.64
2024	欲火之路	10	4.61
2024	骗骗喜欢你	12	4.45
2024	白蛇浮生	8	4.25
2024	749局	10	3.75
2024	逆行人生	8	3.59
2024	解密	8	3.34
2024	熊猫计划	10	3.07
2024	危机航线	9	3
2024	我们一起摇太阳	3	2.74
2024	误判	12	2.7
2024	焚城	11	2.58
2024	野孩子	9	2.41
2024	临时劫案	1	2.37
2024	被我弄丢的你	3	2.11
2024	胜券在握	11	2.04
2024	我才不要和你做朋友呢	6	2.04
2024	扫黑决不放弃	6	1.92
2024	逆麟	8	1.75
2024	谈判专家	6	1.56
2024	乔妍的心事	10	1.51
2024	刺猬	8	1.44
2024	鸳鸯楼惊魂	10	1.3
2024	海关战线	6	1.29
2024	出走的决心	9	1.24
2024	草木人间	4	1.21
2024	异人之下	7	1.18
2024	那个不为人知的故事	11	1.13
2024	从21世纪安全撤离	8	1.12
2024	动物园里有什么	1	1.08
2024	走走停停	6	1.02
2024	孤星计划	12	1.02
2024	黄雀在后	4	1.01
2024	灿烂的她	3	1
2025	哪吒之魔童闹海	1	154.46
2025	唐探1900	1	36.12
2025	封神第二部	1	12.38
2025	熊出没重启未来	1	8.21
2025	射雕英雄传侠之大者	1	6.89
2025	水饺皇后	4	4.19
2025	蛟龙行动	1	3.93
2025	酱园弄悬案	6	3.59
2025	猎金游戏	5	2.98
2025	向阳花	4	2.3
2025	时间之子	5	1.87
2025	不说话的爱	4	1.44
2025	人生开门红	5	1.39
